Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-06-22 09:00:00,1907.96000000,1912.32000000,1905.41000000,1907.27000000,11306.16960000,2023-06-22 09:59:59.999,21581230.55816700,13817,5280.44490000,10079821.09289500,0
2023-06-22 10:00:00,1907.27000000,1911.75000000,1905.15000000,1906.03000000,11011.41310000,2023-06-22 10:59:59.999,21012655.72190500,14216,4637.65380000,8850246.13690000,0
2023-06-22 11:00:00,1906.03000000,1906.80000000,1881.43000000,1886.76000000,42216.89800000,2023-06-22 11:59:59.999,79869376.77779600,47187,17684.13510000,33445241.31541000,0
2023-06-22 12:00:00,1886.76000000,1898.82000000,1885.60000000,1898.01000000,12291.36670000,2023-06-22 12:59:59.999,23277702.41037400,19933,6474.21100000,12259216.43705400,0
2023-06-22 13:00:00,1898.02000000,1909.40000000,1895.53000000,1898.99000000,21903.10490000,2023-06-22 13:59:59.999,41629139.41808300,26440,10002.82400000,19010900.18299000,0
2023-06-22 14:00:00,1898.99000000,1902.26000000,1865.98000000,1871.81000000,46143.09680000,2023-06-22 14:59:59.999,86716549.17999500,50408,19513.45350000,36653886.30650400,0
2023-06-22 15:00:00,1871.80000000,1879.63000000,1870.10000000,1877.25000000,19697.67210000,2023-06-22 15:59:59.999,36941956.45436900,26417,10171.47070000,19077711.51785900,0
2023-06-22 16:00:00,1877.24000000,1892.46000000,1875.47000000,1879.82000000,16583.28880000,2023-06-22 16:59:59.999,31220371.07731900,23407,8305.14680000,15636029.20628400,0
2023-06-22 17:00:00,1879.82000000,1889.81000000,1877.36000000,1889.79000000,10174.26640000,2023-06-22 17:59:59.999,19160390.04676400,15029,4559.51440000,8587793.54833100,0
2023-06-22 18:00:00,1889.80000000,1892.00000000,1880.02000000,1887.50000000,10475.25060000,2023-06-22 18:59:59.999,19758108.99463600,13827,3953.68450000,7457729.43830600,0
2023-06-22 19:00:00,1887.49000000,1890.94000000,1883.33000000,1889.60000000,8224.98730000,2023-06-22 19:59:59.999,15520685.69263700,11485,3689.96130000,6962877.58573000,0
