Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-04-17 12:00:00,2076.50000000,2082.58000000,2056.25000000,2071.45000000,119080.99170000,2023-04-17 15:59:59.999,246667749.48475100,161452,55804.35000000,115600460.57398100,0
2023-04-17 16:00:00,2071.46000000,2088.73000000,2070.41000000,2078.14000000,53739.77300000,2023-04-17 19:59:59.999,111829413.92536400,87252,27346.68180000,56906217.44418400,0
2023-04-17 20:00:00,2078.15000000,2083.75000000,2067.00000000,2074.00000000,33106.97350000,2023-04-17 23:59:59.999,68759588.76860000,59501,15977.61310000,33185260.65515200,0
2023-04-18 00:00:00,2073.99000000,2084.68000000,2051.00000000,2079.69000000,56756.09860000,2023-04-18 03:59:59.999,117614922.18695400,96969,28280.73290000,58613075.85801300,0
2023-04-18 04:00:00,2079.70000000,2110.61000000,2077.78000000,2100.28000000,68960.89870000,2023-04-18 07:59:59.999,144501852.16627400,112572,36950.27790000,77420933.29507000,0
2023-04-18 08:00:00,2100.28000000,2125.00000000,2094.18000000,2117.80000000,74110.14370000,2023-04-18 11:59:59.999,156164682.80421100,108103,37122.91930000,78228492.20159000,0
2023-04-18 12:00:00,2117.80000000,2120.98000000,2088.12000000,2095.50000000,87550.84290000,2023-04-18 15:59:59.999,184277743.56579700,128734,40137.29090000,84495651.56169200,0
2023-04-18 16:00:00,2095.49000000,2100.51000000,2069.91000000,2081.02000000,82196.14760000,2023-04-18 19:59:59.999,171312977.19770000,114258,39552.28420000,82434948.48776700,0
2023-04-18 20:00:00,2081.01000000,2107.96000000,2074.16000000,2103.50000000,44670.48200000,2023-04-18 23:59:59.999,93419285.64889200,76165,23899.51360000,49989307.61878200,0
2023-04-19 00:00:00,2103.51000000,2104.60000000,2087.30000000,2091.46000000,34597.55230000,2023-04-19 03:59:59.999,72519593.78838000,66213,15706.13290000,32922559.96511100,0
